region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,lninc,custcat,churn
-0.02696767032112017,-1.0551249950656614,0.18450455890496673,1.0100505037878156,-0.2530343108240257,-0.12650640601433927,1.0877526044340933,-0.5941225969906069,-0.2220764357981978,-1.0345981706639542,-0.2306500363424438,-0.9492843011504224,-0.7928836579940379,0.6891489343293767,-0.6484246644403229,-0.7745573575097966,-0.7857381410938039,-0.7460936248373728,-0.446174482029942,-0.5877299128580921,-0.6796025137336517,-0.6022782458625318,-0.5434275927174274,-0.5975258954095785,-0.4559665847860872,-0.9511897312113419,-0.6608945522512667,-0.5942894689765255,-0.7630717404102043,-0.9626953171191199,-0.9704367948586524,1.0140993866100705,-1.0040080320963853,-0.7680007286695008,-1.1901329591433287,0.2510478167372768,-1.3279797936104893,1
1.1988355260934445,-1.1488056303374061,-0.6918124307127499,1.0100505037878156,-0.4514147975539557,0.5464497249817767,1.9062270998698294,-0.5941225969906069,-0.2220764357981978,-1.0345981706639542,2.5566615810889015,1.0534251949475153,-0.7928836579940379,0.6891489343293767,1.5421992019121193,-0.7069787220376151,0.44253264598593334,-0.7460936248373728,0.1043512679672002,1.2235735245881814,-0.673839951025191,-0.37125825236105775,-0.5434275927174274,-0.5794473092981846,-0.06425112008597239,-0.9511897312113419,1.5131006854173736,1.6826816765274033,-0.7630717404102043,1.038750248617096,1.030463813097332,1.0140993866100705,0.9960079680956174,-0.7680007286695008,-0.9541272540249246,1.1893312373831855,1.3511993461551244,1
1.1988355260934445,1.5210924749073196,0.8218260058996697,1.0100505037878156,1.2348193396504492,0.3595174663717445,-1.3676708818731147,1.7875280340056454,-0.2220764357981978,0.9665588325545259,-0.2306500363424438,1.0534251949475153,-0.7928836579940379,0.6891489343293767,-0.6484246644403229,0.6204587604516598,0.2797497705898236,-0.7460936248373728,1.1698849776390885,-0.5877299128580921,0.9201735489459213,0.7603518600492132,-0.5434275927174274,1.8611618157399938,-0.4559665847860872,-0.9511897312113419,-0.6608945522512667,-0.5942894689765255,-0.7630717404102043,1.038750248617096,1.030463813097332,-0.9860966422066365,0.9960079680956174,-0.7680007286695008,0.9759953461317715,0.9913299785000382,0.4581396328999199,0
-0.02696767032112017,-0.11831864234821379,-0.6918124307127499,-0.9900495037128094,0.044536419270869265,-0.4162514068598892,-0.5491963864373787,-1.0902998117814928,-0.2220764357981978,0.9665588325545259,-0.9274779407002801,-0.9492843011504224,-0.7928836579940379,-1.4510651474388743,-0.6484246644403229,-0.21944713755973605,-0.7857381410938039,-0.7460936248373728,-0.978941336865886,-0.5877299128580921,-0.36126841773989743,-0.6022782458625318,-0.5434275927174274,-0.7301021935598004,-0.4559665847860872,-0.9511897312113419,-0.6608945522512667,-0.5942894689765255,-0.7630717404102043,-0.9626953171191199,-0.9704367948586524,-0.9860966422066365,-1.0040080320963853,-0.7680007286695008,0.08704188229709027,-0.573466934908647,-1.3279797936104893,1
-0.02696767032112017,-0.5867218187069376,-0.9308079733357635,1.0100505037878156,-0.2530343108240257,-0.444291245651394,-1.3676708818731147,-0.8918289258651384,-0.2220764357981978,-1.0345981706639542,1.1630057723732288,-0.9492843011504224,-0.7928836579940379,-1.4510651474388743,-0.6484246644403229,-0.5235509971845518,-0.7857381410938039,-0.7460936248373728,-0.978941336865886,-0.5877299128580921,-0.5281294368255435,-0.6022782458625318,-0.5434275927174274,-0.7301021935598004,-0.4559665847860872,-0.9511897312113419,-0.6608945522512667,-0.5942894689765255,-0.7630717404102043,1.038750248617096,-0.9704367948586524,1.0140993866100705,0.9960079680956174,-0.7680007286695008,-0.4652241080005029,-0.6921075649338596,0.4581396328999199,0
-0.02696767032112017,0.25640389873876523,-0.21382134546672266,-0.9900495037128094,0.5404876360956942,0.0043461750126832805,-0.5491963864373787,0.4974672755493422,-0.2220764357981978,0.9665588325545259,-0.9274779407002801,1.0534251949475153,-0.7928836579940379,0.6891489343293767,-0.6484246644403229,0.0074239958111583905,0.3537419866789644,-0.7460936248373728,-0.019960998161186745,-0.5877299128580921,-0.10974205424532975,0.270014791789759,-0.5434275927174274,-0.043115921326831806,-0.4559665847860872,-0.9511897312113419,-0.6608945522512667,-0.5942894689765255,-0.7630717404102043,1.038750248617096,1.030463813097332,-0.9860966422066365,-1.0040080320963853,-0.7680007286695008,0.389533697271887,0.49729822642125876,0.4581396328999199,0
1.1988355260934445,0.44376516928225473,-1.5681294203304665,1.0100505037878156,-0.9473660143787807,-0.5471039878869117,-0.5491963864373787,-0.693358039948784,-0.2220764357981978,0.9665588325545259,1.8598336767310653,-0.9492843011504224,-0.7928836579940379,0.6891489343293767,-0.6484246644403229,-0.0794628212245033,-0.7857381410938039,-0.7460936248373728,-0.35738000622395133,-0.5877299128580921,-0.08808495043990622,-0.6022782458625318,-0.5434275927174274,-0.22992797781123556,-0.4559665847860872,1.0513149660756937,-0.6608945522512667,-0.5942894689765255,1.3104927715740466,-0.9626953171191199,1.030463813097332,-0.9860966422066365,-1.0040080320963853,1.302082097932927,0.28147264925058935,-1.2606733231000802,-0.43492008035528473,1
-0.02696767032112017,0.11588294583114811,-0.5324820689640741,-0.9900495037128094,-0.6497952842838857,-0.01434705084831994,-0.5491963864373787,-0.09794538219972089,-0.2220764357981978,-1.0345981706639542,0.4661778680153925,1.0534251949475153,1.2612190829231587,0.6891489343293767,1.5421992019121193,-0.5476862241389022,1.8779816381152648,1.8825854426848412,0.6726359131255405,2.7050878207627242,-0.42364340969411424,1.444125153654782,1.5816958893976414,0.3305081916419757,1.8681672108988054,1.0513149660756937,1.5131006854173736,1.6826816765274033,1.3104927715740466,1.038750248617096,1.030463813097332,1.0140993866100705,0.9960079680956174,1.302082097932927,-0.520375590408967,0.4649643447895046,1.3511993461551244,0
1.1988355260934445,0.44376516928225473,1.3794822720200348,1.0100505037878156,-0.4514147975539557,0.826848112896825,1.0877526044340933,1.9859989199219998,-0.2220764357981978,-1.0345981706639542,1.8598336767310653,1.0534251949475153,-0.7928836579940379,0.6891489343293767,-0.6484246644403229,-0.19048486521451544,0.9012843857386063,-0.7460936248373728,-0.12651436912837555,-0.5877299128580921,-0.15831222564521225,0.7526493726801643,-0.5434275927174274,-0.12145646114287209,-0.4559665847860872,1.0513149660756937,-0.6608945522512667,-0.5942894689765255,-0.7630717404102043,1.038750248617096,1.030463813097332,1.0140993866100705,0.9960079680956174,-0.7680007286695008,0.12960958181665486,1.4374577355201397,0.4581396328999199,0
-1.2527708667356847,1.5210924749073196,-0.054490983718046906,1.0100505037878156,0.9372486095555541,-0.051733502570326384,-1.3676708818731147,1.0928799332984054,-0.2220764357981978,-1.0345981706639542,0.4661778680153925,-0.9492843011504224,-0.7928836579940379,0.6891489343293767,-0.6484246644403229,1.1997042073560709,-0.7857381410938039,-0.7460936248373728,0.19314574377319088,-0.5877299128580921,1.374972728859815,-0.6022782458625318,-0.5434275927174274,0.6619489370175308,-0.4559665847860872,1.0513149660756937,-0.6608945522512667,-0.5942894689765255,-0.7630717404102043,-0.9626953171191199,-0.9704367948586524,-0.9860966422066365,-1.0040080320963853,-0.7680007286695008,1.365017226566328,0.3976623083398081,-0.43492008035528473,0
